Time;Demand;Year;Month;Day_of_week;Season;Temperature
12;2611;2016;5;3;2;23.0
13;265;2016;5;3;2;22.8
14;2633;2016;5;3;2;21.2
15;2586;2016;5;3;2;20.8
16;2611;2016;5;3;2;20.4
17;2701;2016;5;3;2;19.8
18;2862;2016;5;3;2;19.9
19;2844;2016;5;3;2;20.0
20;2743;2016;5;3;2;19.7
21;2608;2016;5;3;2;19.7
22;2498;2016;5;3;2;19.7
23;2349;2016;5;3;2;19.7
0;2159;2016;5;4;2;19.8
1;2068;2016;5;4;2;19.9
2;2052;2016;5;4;2;19.8
3;2071;2016;5;4;2;20.3
4;2084;2016;5;4;2;18.8
5;2107;2016;5;4;2;19.0
6;2151;2016;5;4;2;19.6
7;2237;2016;5;4;2;21.4
8;233;2016;5;4;2;23.9
9;2472;2016;5;4;2;25.5
10;2532;2016;5;4;2;25.8
11;2637;2016;5;4;2;26.6
12;2657;2016;5;4;2;25.1
13;2668;2016;5;4;2;26.8
14;2653;2016;5;4;2;25.9
15;2637;2016;5;4;2;24.8
16;2681;2016;5;4;2;23.3
17;2719;2016;5;4;2;22.1
18;2823;2016;5;4;2;21.4
19;2857;2016;5;4;2;21.0
20;2749;2016;5;4;2;20.6
21;2598;2016;5;4;2;20.8
22;2444;2016;5;4;2;19.3
23;2304;2016;5;4;2;19.7
0;2161;2016;5;5;2;18.8
1;205;2016;5;5;2;18.9
2;2034;2016;5;5;2;18.3
3;2055;2016;5;5;2;17.3
4;2063;2016;5;5;2;19.1
5;2043;2016;5;5;2;20.9
6;2101;2016;5;5;2;22.7
7;2219;2016;5;5;2;24.5
8;2391;2016;5;5;2;25.0
9;2558;2016;5;5;2;25.3
10;2621;2016;5;5;2;26.5
11;2657;2016;5;5;2;27.1
12;2615;2016;5;5;2;26.3
13;2649;2016;5;5;2;25.6
14;2671;2016;5;5;2;25.5
15;2672;2016;5;5;2;24.1
16;2711;2016;5;5;2;23.0
17;2744;2016;5;5;2;21.1
18;2858;2016;5;5;2;21.9
19;2893;2016;5;5;2;20.6
20;2781;2016;5;5;2;19.6
21;2628;2016;5;5;2;19.2
22;2466;2016;5;5;2;18.4
23;2289;2016;5;5;2;17.9
0;2119;2016;5;6;2;16.6
1;2024;2016;5;6;2;15.5
2;2033;2016;5;6;2;16.6
3;2059;2016;5;6;2;16.4
4;2107;2016;5;6;2;16.5
5;2146;2016;5;6;2;18.4
6;2313;2016;5;6;2;19.4
7;2523;2016;5;6;2;20.2
8;2769;2016;5;6;2;20.5
9;3012;2016;5;6;2;21.1
10;3096;2016;5;6;2;20.9
11;316;2016;5;6;2;21.2
12;3075;2016;5;6;2;20.7
13;3184;2016;5;6;2;19.5
14;3209;2016;5;6;2;19.1
15;3172;2016;5;6;2;18.3
16;3197;2016;5;6;2;17.7
17;3204;2016;5;6;2;17.5
18;3235;2016;5;6;2;17.4
19;312;2016;5;6;2;16.6
20;2948;2016;5;6;2;15.9
21;2781;2016;5;6;2;15.4
22;2703;2016;5;6;2;15.8
23;2529;2016;5;6;2;16.7
0;2336;2016;5;7;2;18.0
1;2217;2016;5;7;2;18.1
2;2188;2016;5;7;2;18.0
3;2201;2016;5;7;2;17.6
4;2202;2016;5;7;2;17.7
5;2189;2016;5;7;2;19.1
6;2264;2016;5;7;2;20.5
7;2424;2016;5;7;2;22.1
8;2701;2016;5;7;2;23.3
9;2933;2016;5;7;2;23.1
10;2998;2016;5;7;2;23.1
11;3015;2016;5;7;2;24.1
12;2977;2016;5;7;2;24.8
13;3068;2016;5;7;2;25.1
14;3094;2016;5;7;2;24.3
15;3069;2016;5;7;2;24.1
16;3076;2016;5;7;2;22.8
17;3036;2016;5;7;2;20.5
18;3134;2016;5;7;2;19.9
19;3105;2016;5;7;2;21.1
20;2943;2016;5;7;2;22.5
21;2764;2016;5;7;2;21.8
22;2678;2016;5;7;2;20.3
23;2521;2016;5;7;2;19.9
0;2293;2016;5;1;2;19.5
1;2178;2016;5;1;2;19.0
2;2163;2016;5;1;2;18.5
3;2182;2016;5;1;2;17.7
4;2179;2016;5;1;2;17.9
5;2134;2016;5;1;2;19.8
6;2161;2016;5;1;2;20.5
7;2252;2016;5;1;2;22.6
8;2391;2016;5;1;2;24.2
9;2546;2016;5;1;2;25.7
10;2652;2016;5;1;2;26.3
11;2715;2016;5;1;2;26.7
12;2723;2016;5;1;2;25.7
13;2728;2016;5;1;2;25.3
14;271;2016;5;1;2;23.0
15;2686;2016;5;1;2;21.8
16;2706;2016;5;1;2;20.7
17;277;2016;5;1;2;19.9
18;2931;2016;5;1;2;19.3
19;2973;2016;5;1;2;19.3
20;2859;2016;5;1;2;19.4
21;2717;2016;5;1;2;19.1
22;2563;2016;5;1;2;18.9
23;24;2016;5;1;2;18.7
0;2226;2016;5;2;2;18.7
1;2123;2016;5;2;2;18.4
2;2126;2016;5;2;2;18.5
3;2168;2016;5;2;2;18.2
4;221;2016;5;2;2;18.5
5;2258;2016;5;2;2;19.5
6;2449;2016;5;2;2;20.1
7;2674;2016;5;2;2;20.6
8;2967;2016;5;2;2;21.1
9;3253;2016;5;2;2;21.4
10;3376;2016;5;2;2;21.3
11;3413;2016;5;2;2;20.7
12;3281;2016;5;2;2;19.7
13;3422;2016;5;2;2;18.2
14;3433;2016;5;2;2;17.9
15;3394;2016;5;2;2;17.3
16;3387;2016;5;2;2;16.8
17;3348;2016;5;2;2;16.4
18;3362;2016;5;2;2;16.3
19;3237;2016;5;2;2;16.3
20;3076;2016;5;2;2;16.4
21;2915;2016;5;2;2;16.7
22;282;2016;5;2;2;16.4
23;2636;2016;5;2;2;16.3
0;2434;2016;5;3;2;16.3
1;2317;2016;5;3;2;16.3
2;2294;2016;5;3;2;16.3
3;2323;2016;5;3;2;16.1
4;2362;2016;5;3;2;16.3
5;2415;2016;5;3;2;16.5
6;2603;2016;5;3;2;17.0
7;2833;2016;5;3;2;18.0
8;3131;2016;5;3;2;18.9
9;3427;2016;5;3;2;20.1
10;3506;2016;5;3;2;20.3
11;3495;2016;5;3;2;21.6
12;3347;2016;5;3;2;21.1
13;3502;2016;5;3;2;21.8
14;3545;2016;5;3;2;21.0
15;35;2016;5;3;2;20.7
16;3493;2016;5;3;2;20.6
17;345;2016;5;3;2;19.7
18;3457;2016;5;3;2;18.7
19;3316;2016;5;3;2;17.7
20;3136;2016;5;3;2;17.3
21;2959;2016;5;3;2;16.6
22;2863;2016;5;3;2;16.3
23;2693;2016;5;3;2;16.1
0;2491;2016;5;4;2;16.2
1;236;2016;5;4;2;16.2
2;2338;2016;5;4;2;16.5
3;2349;2016;5;4;2;16.6
4;2372;2016;5;4;2;17.3
5;2438;2016;5;4;2;21.7
6;2623;2016;5;4;2;23.7
7;2881;2016;5;4;2;24.6
8;3177;2016;5;4;2;24.9
9;3444;2016;5;4;2;26.0
10;358;2016;5;4;2;25.3
11;3632;2016;5;4;2;24.5
12;3441;2016;5;4;2;24.6
13;36;2016;5;4;2;24.0
14;3577;2016;5;4;2;24.0
15;3514;2016;5;4;2;23.4
16;3486;2016;5;4;2;22.5
17;3424;2016;5;4;2;21.4
18;3413;2016;5;4;2;21.3
19;3333;2016;5;4;2;21.1
20;315;2016;5;4;2;21.0
21;2988;2016;5;4;2;19.9
22;2897;2016;5;4;2;19.6
23;2709;2016;5;4;2;19.7
0;2487;2016;5;5;2;18.6
1;2347;2016;5;5;2;18.3
2;2311;2016;5;5;2;18.0
3;2341;2016;5;5;2;18.4
4;238;2016;5;5;2;18.7
5;241;2016;5;5;2;20.4
6;2599;2016;5;5;2;21.9
7;2852;2016;5;5;2;23.0
8;3144;2016;5;5;2;24.3
9;3417;2016;5;5;2;25.0
10;3522;2016;5;5;2;27.0
11;357;2016;5;5;2;27.3
12;3426;2016;5;5;2;26.2
13;3598;2016;5;5;2;26.0
14;3625;2016;5;5;2;24.9
15;3588;2016;5;5;2;23.4
16;3584;2016;5;5;2;22.6
17;3464;2016;5;5;2;21.7
18;3426;2016;5;5;2;20.9
19;3373;2016;5;5;2;19.8
20;3166;2016;5;5;2;18.5
21;2982;2016;5;5;2;17.6
22;2887;2016;5;5;2;18.6
23;2696;2016;5;5;2;17.9
0;2497;2016;5;6;2;17.4
1;2361;2016;5;6;2;17.8
2;2336;2016;5;6;2;17.5
3;2367;2016;5;6;2;17.5
4;2397;2016;5;6;2;19.2
5;2435;2016;5;6;2;20.7
6;2626;2016;5;6;2;21.7
7;2908;2016;5;6;2;22.9
8;3219;2016;5;6;2;23.5
9;3483;2016;5;6;2;24.0
10;3566;2016;5;6;2;24.8
11;3613;2016;5;6;2;25.8
12;3455;2016;5;6;2;25.6
13;3646;2016;5;6;2;25.9
14;3663;2016;5;6;2;25.4
15;3634;2016;5;6;2;23.9
16;36;2016;5;6;2;22.1
17;3455;2016;5;6;2;20.7
18;3418;2016;5;6;2;20.1
19;3353;2016;5;6;2;19.9
20;3161;2016;5;6;2;19.2
21;2968;2016;5;6;2;18.4
22;2893;2016;5;6;2;17.8
23;2729;2016;5;6;2;17.5
0;2517;2016;5;7;2;18.7
1;2378;2016;5;7;2;19.2
2;2338;2016;5;7;2;18.9
3;2345;2016;5;7;2;17.9
4;2343;2016;5;7;2;19.3
5;2304;2016;5;7;2;20.8
6;2369;2016;5;7;2;22.4
7;2564;2016;5;7;2;23.0
8;2742;2016;5;7;2;22.9
9;3009;2016;5;7;2;23.4
10;3076;2016;5;7;2;23.5
11;3115;2016;5;7;2;23.5
12;305;2016;5;7;2;23.7
13;311;2016;5;7;2;23.3
14;3073;2016;5;7;2;22.3
15;3021;2016;5;7;2;20.5
16;3004;2016;5;7;2;18.5
17;2952;2016;5;7;2;17.6
18;2993;2016;5;7;2;17.1
19;3017;2016;5;7;2;16.1
20;2895;2016;5;7;2;15.3
21;2737;2016;5;7;2;14.8
22;2631;2016;5;7;2;14.4
23;2475;2016;5;7;2;13.5
0;2295;2016;5;1;2;13.2
1;2172;2016;5;1;2;13.5
2;2152;2016;5;1;2;12.9
3;2186;2016;5;1;2;13.2
4;2186;2016;5;1;2;14.2
5;2165;2016;5;1;2;15.6
6;2207;2016;5;1;2;17.2
7;2323;2016;5;1;2;18.9
8;2483;2016;5;1;2;19.4
9;2637;2016;5;1;2;20.0
10;2675;2016;5;1;2;21.4
11;2707;2016;5;1;2;22.5
12;2711;2016;5;1;2;22.2
13;2699;2016;5;1;2;22.4
14;2709;2016;5;1;2;22.4
15;2747;2016;5;1;2;20.4
16;2787;2016;5;1;2;19.0
17;2831;2016;5;1;2;18.1
18;2965;2016;5;1;2;17.2
19;3026;2016;5;1;2;16.3
20;2911;2016;5;1;2;16.4
21;2758;2016;5;1;2;16.2
22;2594;2016;5;1;2;16.0
23;243;2016;5;1;2;15.5
0;2276;2016;5;2;2;15.5
1;217;2016;5;2;2;14.9
2;2164;2016;5;2;2;14.7
3;2206;2016;5;2;2;15.2
4;2256;2016;5;2;2;15.6
5;2324;2016;5;2;2;16.2
6;2539;2016;5;2;2;17.3
7;2771;2016;5;2;2;18.9
8;3066;2016;5;2;2;20.3
9;3344;2016;5;2;2;22.2
10;3397;2016;5;2;2;21.7
11;3433;2016;5;2;2;22.6
12;3269;2016;5;2;2;21.5
13;3422;2016;5;2;2;21.2
14;3443;2016;5;2;2;21.5
15;3424;2016;5;2;2;21.5
16;3436;2016;5;2;2;20.5
17;3362;2016;5;2;2;20.0
18;3361;2016;5;2;2;19.9
19;3298;2016;5;2;2;19.6
20;3128;2016;5;2;2;19.5
21;2955;2016;5;2;2;19.6
22;2898;2016;5;2;2;19.6
23;2705;2016;5;2;2;19.8
0;2483;2016;5;3;2;19.9
1;2355;2016;5;3;2;20.1
2;2338;2016;5;3;2;20.2
3;2375;2016;5;3;2;19.4
4;2412;2016;5;3;2;19.1
5;2477;2016;5;3;2;19.3
6;2675;2016;5;3;2;19.4
7;2935;2016;5;3;2;19.7
8;3237;2016;5;3;2;19.8
9;3512;2016;5;3;2;20.2
10;3593;2016;5;3;2;18.8
11;3603;2016;5;3;2;17.9
12;3427;2016;5;3;2;18.0
13;3567;2016;5;3;2;18.3
14;3569;2016;5;3;2;17.3
15;3511;2016;5;3;2;17.1
16;3507;2016;5;3;2;17.2
17;3433;2016;5;3;2;16.9
18;3411;2016;5;3;2;16.7
19;3301;2016;5;3;2;16.4
20;3129;2016;5;3;2;16.1
21;2947;2016;5;3;2;15.6
22;2853;2016;5;3;2;15.5
23;2693;2016;5;3;2;15.2
0;2475;2016;5;4;2;15.3
1;2337;2016;5;4;2;15.0
2;2307;2016;5;4;2;14.6
3;2354;2016;5;4;2;13.2
4;2389;2016;5;4;2;14.3
5;2433;2016;5;4;2;16.4
6;262;2016;5;4;2;19.2
7;2845;2016;5;4;2;21.2
8;3132;2016;5;4;2;23.2
9;3386;2016;5;4;2;24.7
10;3485;2016;5;4;2;25.0
11;3508;2016;5;4;2;25.7
12;3351;2016;5;4;2;26.4
13;3504;2016;5;4;2;26.0
14;3524;2016;5;4;2;24.6
15;3497;2016;5;4;2;23.4
16;349;2016;5;4;2;22.3
17;3367;2016;5;4;2;21.0
18;3312;2016;5;4;2;20.5
19;329;2016;5;4;2;19.4
20;3119;2016;5;4;2;18.3
21;2959;2016;5;4;2;18.0
22;2867;2016;5;4;2;17.3
23;268;2016;5;4;2;15.2
0;246;2016;5;5;2;16.7
1;2329;2016;5;5;2;16.8
2;2307;2016;5;5;2;16.2
3;2347;2016;5;5;2;15.6
4;2384;2016;5;5;2;16.3
5;2423;2016;5;5;2;18.3
6;2605;2016;5;5;2;20.2
7;2831;2016;5;5;2;21.6
8;311;2016;5;5;2;23.5
9;3369;2016;5;5;2;23.6
10;3459;2016;5;5;2;24.3
11;3496;2016;5;5;2;24.1
12;3326;2016;5;5;2;23.7
13;3492;2016;5;5;2;23.0
14;3522;2016;5;5;2;22.3
15;349;2016;5;5;2;21.1
16;346;2016;5;5;2;20.1
17;3345;2016;5;5;2;18.8
18;333;2016;5;5;2;17.6
19;3281;2016;5;5;2;16.9
20;3097;2016;5;5;2;16.4
21;2944;2016;5;5;2;16.2
22;2855;2016;5;5;2;15.7
23;2675;2016;5;5;2;15.6
0;2467;2016;5;6;2;15.2
1;2335;2016;5;6;2;15.2
2;2326;2016;5;6;2;15.0
3;2356;2016;5;6;2;14.8
4;2394;2016;5;6;2;16.0
5;2424;2016;5;6;2;16.2
6;2612;2016;5;6;2;17.2
7;2835;2016;5;6;2;17.4
8;3106;2016;5;6;2;18.1
9;3348;2016;5;6;2;18.5
10;3415;2016;5;6;2;19.2
11;3418;2016;5;6;2;20.8
12;325;2016;5;6;2;19.5
13;3378;2016;5;6;2;19.5
14;3387;2016;5;6;2;18.8
15;3357;2016;5;6;2;18.8
16;3329;2016;5;6;2;18.2
17;3247;2016;5;6;2;17.9
18;3265;2016;5;6;2;17.2
19;3235;2016;5;6;2;16.6
20;3074;2016;5;6;2;16.0
21;2901;2016;5;6;2;15.6
22;2844;2016;5;6;2;14.7
23;2673;2016;5;6;2;14.4
0;2478;2016;5;7;2;13.9
1;2344;2016;5;7;2;14.0
2;231;2016;5;7;2;12.9
3;2331;2016;5;7;2;13.7
4;2332;2016;5;7;2;14.7
5;231;2016;5;7;2;16.0
6;2388;2016;5;7;2;17.2
7;2526;2016;5;7;2;19.3
8;2732;2016;5;7;2;20.5
9;2913;2016;5;7;2;23.0
10;3003;2016;5;7;2;23.5
11;3051;2016;5;7;2;24.9
12;2992;2016;5;7;2;25.0
13;3039;2016;5;7;2;25.3
14;3024;2016;5;7;2;24.1
15;3006;2016;5;7;2;22.7
16;2986;2016;5;7;2;20.6
17;2988;2016;5;7;2;20.1
18;3057;2016;5;7;2;19.2
19;3056;2016;5;7;2;18.8
20;2924;2016;5;7;2;17.7
21;2777;2016;5;7;2;18.2
22;2665;2016;5;7;2;18.6
23;2519;2016;5;7;2;19.0
0;2346;2016;5;1;2;18.7
1;2228;2016;5;1;2;18.4
2;221;2016;5;1;2;17.9
3;2227;2016;5;1;2;18.0
4;2224;2016;5;1;2;18.8
5;2195;2016;5;1;2;20.6
6;2233;2016;5;1;2;22.1
7;2359;2016;5;1;2;23.6
8;2527;2016;5;1;2;25.4
9;2684;2016;5;1;2;26.1
10;2797;2016;5;1;2;26.9
11;2848;2016;5;1;2;27.8
12;2843;2016;5;1;2;28.1
13;2851;2016;5;1;2;28.7
14;2862;2016;5;1;2;28.7
15;2867;2016;5;1;2;25.2
16;2896;2016;5;1;2;23.9
17;2928;2016;5;1;2;22.7
18;2994;2016;5;1;2;20.8
19;3044;2016;5;1;2;19.1
20;2919;2016;5;1;2;19.2
21;2753;2016;5;1;2;19.6
22;2588;2016;5;1;2;17.1
23;2416;2016;5;1;2;16.1
0;2247;2016;5;2;2;16.9
1;2147;2016;5;2;2;16.9
2;2141;2016;5;2;2;15.4
3;2195;2016;5;2;2;15.7
4;223;2016;5;2;2;18.4
5;229;2016;5;2;2;21.3
6;2516;2016;5;2;2;23.4
7;2798;2016;5;2;2;25.2
8;3154;2016;5;2;2;26.6
9;3477;2016;5;2;2;28.0
10;3666;2016;5;2;2;30.5
11;3746;2016;5;2;2;29.3
12;3622;2016;5;2;2;30.0
13;3835;2016;5;2;2;29.4
14;3882;2016;5;2;2;28.9
15;3845;2016;5;2;2;28.4
16;3823;2016;5;2;2;27.3
17;3669;2016;5;2;2;25.6
18;3582;2016;5;2;2;24.2
19;3496;2016;5;2;2;23.4
20;3282;2016;5;2;2;21.8
21;3083;2016;5;2;2;21.3
22;2983;2016;5;2;2;20.7
23;2808;2016;5;2;2;20.1
0;2607;2016;5;3;2;19.5
1;2469;2016;5;3;2;18.7
2;2437;2016;5;3;2;18.9
3;2466;2016;5;3;2;18.0
4;2494;2016;5;3;2;20.1
5;2535;2016;5;3;2;22.5
6;2748;2016;5;3;2;23.8
7;3039;2016;5;3;2;27.0
8;3421;2016;5;3;2;26.6
9;3775;2016;5;3;2;27.5
10;396;2016;5;3;2;28.9
11;3988;2016;5;3;2;27.6
12;3871;2016;5;3;2;28.4
13;4018;2016;5;3;2;26.5
14;3988;2016;5;3;2;26.4
15;3877;2016;5;3;2;25.8
16;3801;2016;5;3;2;24.3
17;3616;2016;5;3;2;22.8
18;3545;2016;5;3;2;22.2
19;3481;2016;5;3;2;21.3
20;3276;2016;5;3;2;22.1
21;3077;2016;5;3;2;22.0
22;2987;2016;5;3;2;21.6
23;2812;2016;5;3;2;21.5
0;2608;2016;5;4;2;21.0
1;2475;2016;5;4;2;21.0
2;2442;2016;5;4;2;20.7
3;2485;2016;5;4;2;21.1
4;2522;2016;5;4;2;21.3
5;2568;2016;5;4;2;21.9
6;277;2016;5;4;2;23.0
7;3047;2016;5;4;2;23.0
8;3356;2016;5;4;2;23.5
9;3655;2016;5;4;2;23.1
10;3712;2016;5;4;2;23.7
11;3779;2016;5;4;2;23.4
12;3588;2016;5;4;2;24.2
13;3716;2016;5;4;2;23.5
14;3709;2016;5;4;2;22.7
15;3654;2016;5;4;2;22.5
16;3618;2016;5;4;2;22.4
17;3517;2016;5;4;2;21.8
18;3498;2016;5;4;2;21.6
19;3425;2016;5;4;2;21.6
20;3238;2016;5;4;2;21.3
21;3051;2016;5;4;2;21.3
22;2971;2016;5;4;2;21.4
23;2788;2016;5;4;2;21.2
0;2559;2016;5;5;2;20.6
1;2427;2016;5;5;2;20.3
2;2402;2016;5;5;2;20.5
3;245;2016;5;5;2;20.6
4;2485;2016;5;5;2;21.3
5;2519;2016;5;5;2;22.0
6;2709;2016;5;5;2;23.5
7;2993;2016;5;5;2;23.4
8;34;2016;5;5;2;23.8
9;3702;2016;5;5;2;23.9
10;3799;2016;5;5;2;24.7
11;3787;2016;5;5;2;25.0
12;3638;2016;5;5;2;25.7
13;3817;2016;5;5;2;26.8
14;3847;2016;5;5;2;25.9
15;38;2016;5;5;2;24.8
16;3755;2016;5;5;2;23.6
17;3573;2016;5;5;2;22.9
18;3507;2016;5;5;2;22.7
19;3462;2016;5;5;2;22.5
20;3259;2016;5;5;2;22.5
21;3047;2016;5;5;2;22.5
22;2935;2016;5;5;2;22.2
23;2746;2016;5;5;2;22.4
0;2541;2016;5;6;2;22.0
1;2414;2016;5;6;2;21.9
2;239;2016;5;6;2;20.9
3;2418;2016;5;6;2;20.8
4;2461;2016;5;6;2;21.1
5;2512;2016;5;6;2;21.5
6;2717;2016;5;6;2;22.0
7;3002;2016;5;6;2;21.4
8;3367;2016;5;6;2;20.9
9;3605;2016;5;6;2;18.9
10;3655;2016;5;6;2;18.5
11;3626;2016;5;6;2;19.3
12;34;2016;5;6;2;18.8
13;3504;2016;5;6;2;18.8
14;3493;2016;5;6;2;19.3
15;3427;2016;5;6;2;19.8
16;3416;2016;5;6;2;18.8
17;3286;2016;5;6;2;18.4
18;3262;2016;5;6;2;17.2
19;3228;2016;5;6;2;16.0
20;3046;2016;5;6;2;16.1
21;2866;2016;5;6;2;16.3
22;2778;2016;5;6;2;15.2
23;2619;2016;5;6;2;15.6
0;2433;2016;5;7;2;15.7
1;2298;2016;5;7;2;15.6
2;2253;2016;5;7;2;15.7
3;2267;2016;5;7;2;16.4
4;2283;2016;5;7;2;17.3
5;2264;2016;5;7;2;18.3
6;2346;2016;5;7;2;19.0
7;2514;2016;5;7;2;19.8
8;2695;2016;5;7;2;21.2
9;2918;2016;5;7;2;21.6
10;2974;2016;5;7;2;22.2
11;3054;2016;5;7;2;22.7
12;2955;2016;5;7;2;22.8
13;301;2016;5;7;2;21.8
14;2957;2016;5;7;2;22.7
15;2903;2016;5;7;2;22.2
16;2918;2016;5;7;2;21.4
17;29;2016;5;7;2;20.6
18;2935;2016;5;7;2;19.7
19;2978;2016;5;7;2;18.9
20;2862;2016;5;7;2;17.4
21;2735;2016;5;7;2;17.0
22;2588;2016;5;7;2;16.6
23;2416;2016;5;7;2;16.5
0;2232;2016;5;1;2;16.4
1;2122;2016;5;1;2;16.3
2;2096;2016;5;1;2;16.3
3;2123;2016;5;1;2;16.7
4;2114;2016;5;1;2;18.3
5;2093;2016;5;1;2;19.6
6;214;2016;5;1;2;21.4
7;2274;2016;5;1;2;23.6
8;2428;2016;5;1;2;23.8
9;2599;2016;5;1;2;24.9
10;2703;2016;5;1;2;26.0
11;2767;2016;5;1;2;26.3
12;2787;2016;5;1;2;25.9
13;2752;2016;5;1;2;25.9
14;2761;2016;5;1;2;26.1
15;2736;2016;5;1;2;24.7
16;2812;2016;5;1;2;23.4
17;2864;2016;5;1;2;22.5
18;2949;2016;5;1;2;21.8
19;3013;2016;5;1;2;21.3
20;2904;2016;5;1;2;21.3
21;2732;2016;5;1;2;21.2
22;2561;2016;5;1;2;21.2
23;2425;2016;5;1;2;21.1
0;2256;2016;5;2;2;20.9
1;216;2016;5;2;2;20.4
2;2159;2016;5;2;2;20.8
3;2193;2016;5;2;2;19.7
4;2235;2016;5;2;2;16.6
5;2305;2016;5;2;2;16.0
6;2486;2016;5;2;2;15.7
7;2715;2016;5;2;2;16.2
8;313;2016;5;2;2;16.2
9;336;2016;5;2;2;16.9
10;3431;2016;5;2;2;17.3
11;3467;2016;5;2;2;16.3
12;3264;2016;5;2;2;16.7
13;3419;2016;5;2;2;16.8
14;3425;2016;5;2;2;16.9
15;3355;2016;5;2;2;17.1
16;334;2016;5;2;2;16.3
17;3272;2016;5;2;2;16.1
18;3271;2016;5;2;2;16.4
19;3227;2016;5;2;2;16.6
20;3081;2016;5;2;2;16.6
21;2899;2016;5;2;2;16.5
22;2605;2016;5;2;2;16.5
23;2461;2016;5;2;2;16.5
0;2355;2016;5;3;2;16.6
1;2252;2016;5;3;2;16.5
2;2244;2016;5;3;2;16.5
3;2265;2016;5;3;2;16.5
4;2326;2016;5;3;2;17.2
5;2374;2016;5;3;2;17.9
6;2549;2016;5;3;2;19.7
7;276;2016;5;3;2;20.5
8;3085;2016;5;3;2;21.6
9;3337;2016;5;3;2;22.3
10;3427;2016;5;3;2;23.6
11;3464;2016;5;3;2;23.6
12;3349;2016;5;3;2;24.5
13;3508;2016;5;3;2;23.6
14;3522;2016;5;3;2;23.3
15;3487;2016;5;3;2;22.7
16;345;2016;5;3;2;22.1
17;3329;2016;5;3;2;21.1
18;3316;2016;5;3;2;20.8
19;3287;2016;5;3;2;20.9
20;3124;2016;5;3;2;20.9
21;2951;2016;5;3;2;20.9
22;2847;2016;5;3;2;20.0
23;2588;2016;5;3;2;19.6
0;2478;2016;6;4;3;19.0
1;2367;2016;6;4;3;19.1
2;2351;2016;6;4;3;19.3
3;2378;2016;6;4;3;19.3
4;2398;2016;6;4;3;19.7
5;2421;2016;6;4;3;19.7
6;2595;2016;6;4;3;20.3
7;2785;2016;6;4;3;22.0
8;3037;2016;6;4;3;22.3
9;3279;2016;6;4;3;24.2
10;3400;2016;6;4;3;24.3
11;3450;2016;6;4;3;25.7
12;3299;2016;6;4;3;25.1
13;3415;2016;6;4;3;24.9
14;3458;2016;6;4;3;24.6
15;3431;2016;6;4;3;24.2
16;3405;2016;6;4;3;23.1
17;3304;2016;6;4;3;21.7
18;3251;2016;6;4;3;20.9
19;3230;2016;6;4;3;20.2
20;3050;2016;6;4;3;19.5
21;2864;2016;6;4;3;18.8
22;2678;2016;6;4;3;18.0
23;2501;2016;6;4;3;17.6
0;2398;2016;6;5;3;16.8
1;2295;2016;6;5;3;16.7
2;2277;2016;6;5;3;16.7
3;2327;2016;6;5;3;16.9
4;2349;2016;6;5;3;17.7
5;2420;2016;6;5;3;19.3
6;2597;2016;6;5;3;20.7
7;2807;2016;6;5;3;21.7
8;3059;2016;6;5;3;22.5
9;3280;2016;6;5;3;23.8
10;3349;2016;6;5;3;23.8
11;3394;2016;6;5;3;24.9
12;3230;2016;6;5;3;25.6
13;3374;2016;6;5;3;25.6
14;3399;2016;6;5;3;25.1
15;3385;2016;6;5;3;
16;3373;2016;6;5;3;22.7
17;3284;2016;6;5;3;21.1
18;3216;2016;6;5;3;20.6
19;3217;2016;6;5;3;19.2
20;3041;2016;6;5;3;18.5
21;2877;2016;6;5;3;17.7
22;2761;2016;6;5;3;17.1
23;2595;2016;6;5;3;15.9
0;2402;2016;6;6;3;15.9
1;2294;2016;6;6;3;14.6
2;2292;2016;6;6;3;15.5
3;2341;2016;6;6;3;14.6
4;2365;2016;6;6;3;16.2
5;2426;2016;6;6;3;17.3
6;2601;2016;6;6;3;18.5
7;2793;2016;6;6;3;19.0
8;3050;2016;6;6;3;20.7
9;3295;2016;6;6;3;22.6
10;3379;2016;6;6;3;23.1
11;3407;2016;6;6;3;22.7
12;3239;2016;6;6;3;23.0
13;3363;2016;6;6;3;22.7
14;3395;2016;6;6;3;22.2
15;3346;2016;6;6;3;21.9
16;3336;2016;6;6;3;20.5
17;3248;2016;6;6;3;20.0
18;3181;2016;6;6;3;20.0
19;3185;2016;6;6;3;19.8
20;3028;2016;6;6;3;19.8
21;2859;2016;6;6;3;19.5
22;2760;2016;6;6;3;19.0
23;2629;2016;6;6;3;19.0
0;2442;2016;6;7;3;18.2
1;2315;2016;6;7;3;17.8
2;2276;2016;6;7;3;17.5
3;2296;2016;6;7;3;16.6
4;2293;2016;6;7;3;18.6
5;2268;2016;6;7;3;20.8
6;2339;2016;6;7;3;22.0
7;2487;2016;6;7;3;24.0
8;2728;2016;6;7;3;24.7
9;2907;2016;6;7;3;25.5
10;3028;2016;6;7;3;26.1
11;3110;2016;6;7;3;25.9
12;3092;2016;6;7;3;23.9
13;3085;2016;6;7;3;23.7
14;3024;2016;6;7;3;23.2
15;2991;2016;6;7;3;22.9
16;2979;2016;6;7;3;22.3
17;2955;2016;6;7;3;22.0
18;3012;2016;6;7;3;21.8
19;3029;2016;6;7;3;21.9
20;2907;2016;6;7;3;21.6
21;2749;2016;6;7;3;21.5
22;2594;2016;6;7;3;20.4
